Japanese,English
※セミナーのテーマや同時開催の他のイベントなどの影響により、全く集客できないケースもございます。,*There are cases where no attendees may be drawn due to the seminar theme or concurrent events.
単発でウェビナーを開催いただける完全成果報酬型のプランです。,This is a plan for holding one-time webinars on a fully performance-based fee.
どこまでお任せいただくか4つのタイプからお選びいただけます。,You can choose from four types of delegation levels.
20名からのお申し込みで承ります。,Accepted from applications of 20 people or more.
申込が10人しかなかった場合は、10人分のみのご請求となります。,"If there are only 10 applicants, you will only be billed for those 10 people."
商品名,Product name
内容,Details
数量,Quantity
単価（￥）,Unit price (¥)
金額（￥）,Amount (¥)
マジセミビジター,Majisemi Visitor
（20名））,(20 people)
ウェビナーの,Webinar
企画・集客・運営,"Planning, attracting, and managing"
ビジタープラン,Visitor plan
20名での参考プラン,Reference plan for 20 people
小計,Subtotal
消費税（１０％）,Consumption tax (10%)
合計（税込）,Total (inc. tax)
プラン詳細,Plan details
参考プラン,Reference plan
メニュー,Menu
LP設置,LP setup
司会,Moderator
他メディア,Other media
取込,Capture
URL送付,URL delivery
リマインド,Reminder
提供,Provision
事後,Post-event
アンケート,Survey
マジセミ,Majisemi
標準,Standard
他メディア掲載NG,No other media posting
企画・集客,Planning and attracting
－,-
集客・運営,Attracting and managing
集客のみ,Attracting only
運営,Managing
※定員に達した場合、申込受付をストップいたします。,"* If the capacity is reached, applications will be stopped."
※セミナーの参加者だけではなく、欠席者（事前キャンセル、当日キャンセル）についても、集客人数のカウント対象となります。,* Count includes both participants and absentees (cancellations before or on the day).
※契約は自動的に1か月更新され、その後も同様になります。,* Contract automatically renews monthly and continues on the same terms.
※退会時、余っている集客枠のご返金はできません。また、退会後1年間はマジセミ倶楽部にご入会いただけません。,* No refunds for unused slots upon withdrawal. Re-enrollment in Majisemi Club is prohibited for 1 year after withdrawal.
※退会の際は、退会月の前月の月末までにメールにてご連絡ください。,"* For withdrawal, please notify by email by the end of the month prior to the withdrawal month."
※特典は変更される可能性があります。,* Benefits may change.
マジセミ倶楽部は、繰り返しウェビナーを開催する中でPDCAを回し、より良いウェビナーを創っていく会員制のサービスです。入会には審査があります。,Majisemi Club is a membership service to improve webinars through PDCA in repeated webinars. Admission is subject to approval.
マジセミ倶楽部の場合は、企画＋集客＋司会＋運営のワンストップサービスでのご提供となります。集客のみ、などのご支援はできません。,"For Majisemi Club, we offer a one-stop service for planning, attracting, hosting, and managing. We do not support attracting only."
またセミナーの内容（企画）について「製品紹介」ではなく「課題解決型セミナー」とさせていただきます。製品紹介はプレゼンの後半で行っていただきます。セミナーの内容はマジセミの企画メンバーと相談の上決定させていただきます。貴社の希望するテーマで開催できないことがあります。貴社にてテーマを決定したい場合は、ビジターをご利用ください。,"Also, the seminar content (planning) should be ""problem-solving type seminar"" instead of ""product presentation."" Product presentations should be conducted in the latter half of the presentation. The seminar content will be decided in consultation with the Majisemi planning members. We may not be able to hold it on the theme your company wants. If you want to decide the theme yourself, please use the visitor option."
なお、前述のマジセミ倶楽部の主旨を鑑み、契約開始から１年以内の解約の場合、ペナルティを設定させていただいております。ご了承ください。（ビジターの料金との差額をご請求いたします）,"In consideration of the purpose of Majisemi Club, if you cancel within one year of contract start, a penalty will be imposed. Please note. (You will be charged the difference with the visitor fee.)"
　月会費　12万円（税別）※ライトプラン時　10名分集客枠を含む,"Monthly fee ¥120,000 (excl. tax) *Light plan includes slots for 10 people."
　追加集客枠 @1万円（税別）,"Additional slots @¥10,000 (excl. tax)"
１ヶ月毎の自動更新,Automatic renewal every month
１ヶ月ごとに10名の集客枠を追加,Add slots for 10 people every month.
ウェビナーの最低定員は30名,Minimum attendance for webinar is 30 people.
初月に30名ウェビナー開催の場合は、20名分の追加集客枠を購入（@1万円）,"If hosting a webinar for 30 people in the first month, purchase additional slots for 20 people (@¥10,000)."
集客人数が定員未達だった場合、未達分の集客枠は翌月以降に持ち越し,"If the number of attendees does not meet the capacity, the unmet attendance slots will be carried over to the following months."
@1万円で追加集客枠の購入が可能,"Additional attendance slots can be purchased at @10,000 JPY."
直近過去3回の貴社主催セミナーへの（課金対象の）お申込が1回以上あった方が、当該セミナーに再度お申し込みされた場合は、当該セミナーについては課金対象外( ファン育成),"If a person who has attended one or more of your last three paid seminars registers again for the current seminar, that seminar will not be subject to a charge (fan cultivation)."
その他、一般公開した講演資料DL者のリード提供、ブランディングダッシュボードの提供、トレンド分析ツールの提供、などの特典あり,"Additional perks include providing leads from those who downloaded publicly available presentation materials, the branding dashboard, and a trend analysis tool."
区分,Category
マジセミ倶楽部ライト（30名）,Majisemi Club Light (30 participants)
ウェビナーの企画・集客・運営,"Planning, attracting attendees, and managing webinars"
月会費,Monthly fee
マジセミ倶楽部　ライトプラン,Majisemi Club Light Plan
30名集客を、,"Attracting 30 attendees,"
月会費で10名、追加集客で20名集客した場合,For 10 attendees through monthly membership and 20 attendees through additional efforts
追加集客枠,Additional participant slots
"3２,000","32,000"
「セミナー後の商談化に課題がある」「自社WebサイトのコンテンツやSEOを強化したい」方は、後述のお得なセットプランをご利用ください。,"If you have challenges converting seminars into business discussions or want to strengthen your website content and SEO, we recommend the value set plan described below."
■セミナーで紹介したい対象商品について,■ About the products to be introduced in the seminar
　・どの商品・サービスか？,   ・Which products/services?
　・想定ターゲット（セミナーに呼びたいひと）は？,   ・Who is the target audience (who do you want to invite to the seminar)?
　　・業種、企業規模、部署、役職など,"・Industry, company size, department, position, etc."
　　　※マジセミの得意分野は「全業種の情シス、DX部門、セキュリティ部門と、工場の生産・製造部門」,"※ Majisemi's areas of expertise are ""IT departments, DX departments, security departments across all industries, and production/manufacturing departments in factories"""
　・競合製品は？,   ・Who are the competitors?
　・競合製品に対する強み、差別化ポイントは？,   ・What are the strengths and differentiation points compared to competitor products?
開催,Held
1月,January
2月,February
3月,March
4月,April
5月,May
6月,June
7月,July
8月,August
9月,September
10月,October
11月,November
月初　,Beginning of the month
月会費請求,Monthly fee billing
目標定員,Target capacity
50名,50 participants
集客実績,Event attendance performance
25名,25 participants
48名,48 participants
集客枠消費,Consumption of attendance slots
月末,End of the month
請求,billing
20万円,"200,000 JPY"
33万円,"330,000 JPY"
ご請求パターン,billing pattern
毎月集客枠を10名追加,Add 10 attendance slots each month
初月から30名のセミナーでもOK,It's OK even for a seminar with 30 attendees from the first month
目標定員は30名以上,Target capacity is 30 or more attendees
未達だった分は翌月に繰越,carry over any shortfall to the next month
セミナーはいつ開催しても（しなくても）OK,seminars can be held anytime (or not at all)
（目標定員は30名以上、再放送は10名以上）,"(Target capacity is 30 or more attendees, with rebroadcast for 10 or more attendees)"
50名、100名などの開催もOK,"It's OK to hold events for 50, 100, etc."
不足分は@1万円でご請求,"Any shortfall will be billed at @10,000 JPY."
目標定員以上集客することは無い,There will be no more attendees than the target capacity.
マジセミ倶楽部でのウェビナー開催と請求の例,Example of webinar hosting and billing with Majisemi Club
※集客人数を正確に把握するため、弊社にてお申込みページを準備し、リストを貴社にご提供致します。,"※ To accurately know the number of attendees, we will prepare the application page and provide the list to you."
※定員に達した場合、申込受付をストップ致します。,※ Registration will stop once capacity is reached.
※契約は自動的に３か月更新され、その後も同様になります。,※ The contract automatically renews every three months and will continue to do so.
※退会の際は、退会月の前月の月末までメールにてご連絡ください。,※ Please inform us by email if you intend to withdraw by the end of the month before the withdrawal month.
※商談保証付きに関してはお受けできない場合がございます。,※ We may not be able to accommodate the discussion assurance option.
3ヵ月毎に自動更新のプランです。30名の集客と3件の商談（アポ）を保証します。,This is a plan that automatically renews every 3 months. It guarantees 30 attendees and 3 business discussions (appointments).
セミナー内容の企画、集客、当日の運営、当日参加者への資料送付までを弊社にて行います。,We will handle everything from planning seminar content and attracting attendees to managing the event and sending materials to participants.
マジフォロは料金に含まれています。,Majifolo is included in the fee.
初回セミナーで30人・3件に満たない場合、その四半期、又は翌四半期以降に繰り越すか、,"If fewer than 30 attendees or 3 discussions are achieved in the initial seminar, it will be carried over to the current or next quarter,"
　　 追加でセミナー開催致します。（基本は初回達成を目指します）,     We will host additional seminars accordingly. (The goal is to achieve this in the initial attempt.)
3ヵ月毎に60万円(税別),"600,000 JPY every 3 months (tax excluded)"
3ヵ月毎の契約で自動更新,Contract auto-renews every 3 months
3ヵ月毎に30人の集客と3件の商談を保証,Guaranteed 30 attendees and 3 business discussions every 3 months
マジフォロを無料で付与,Included Majifolo for free
未達の場合は未達分を次回以降のセミナーに繰り越し,"If unmet, the shortfall will be carried over to future seminars"
"31人以上追加開催の場合は1人申込13,500円","For additional hosting of 31 or more people, registration per person is 13,500 yen"
マジセミ倶楽部開催（30名）,Majisemi Club event (30 participants)
マジフォロ（30名）,Majifolo (30 participants)
参加者への電話・メールでのアポ取り,Appointment setting via phone and email for participants
マジセミ倶楽部商談保証では全件無料,All cases are free with the Majisemi Club meeting guarantee
マジセミ倶楽部　商談保証プラン,Majisemi Club meeting guarantee plan
30名での参考プラン,Reference plan for 30 participants
集客・商談を保証!,Guaranteed attendance and meetings!
ライト,Light
シルバー,Silver
ゴールド,Gold
プラチナ,Platinum
プレミアム,Premium
付属サ|ビス,Included services
マジフォロ,MajiFollow
マジフォロプラス,MajiFollow Plus
サマリ動画,Summary video
　 ●※1, ●※1
追加集客枠プレゼント,Bonus slots for additional attendees
（特典）※４,(Special offer) ※4
毎年10人分,10 people each year
10万円相当,"100,000 yen equivalent"
毎年20人分,20 people each year
20万円相当,"200,000 yen equivalent"
毎年40人分,40 people each year
40万円相当,"400,000 yen equivalent"
毎年80人分,80 people each year
80万円相当,"800,000 yen equivalent"
13.5万円,"135,000 yen"
15.5万円,"155,000 yen"
25.5万円,"255,000 yen"
38.5万円,"385,000 yen"
※１　SEO記事作成、サマリ動画作成は、年4回まで実施可能です。また、別途オプションとして購入いただくことでそれ以上も実施可能です。,※1 SEO article creation and summary video creation can be conducted up to four times a year. Additional instances can be purchased as an option.
※２　マジフォロは年120人分まで実施可能です。また、別途オプションとして購入いただくことでそれ以上も実施可能です。,※2 MajiFollow can be conducted for up to 120 people per year. Additional instances can be purchased as an option.
※３　マジフォロプラスの毎月の活動費用を含んでいます。アポ獲得時の成果報酬（1アポ3万円）が別途かかります。,"※3 Includes the monthly activity cost for MajiFollow Plus. A success fee (30,000 yen per appointment) will be incurred separately."
※４　追加集客枠プレゼント特典は、マジセミ倶楽部にご加入いただいてから1年後に付与され、以降毎年同月に付与されます。,※4 The bonus slots for additional attendees will be granted one year after joining Majisemi Club and will be granted in the same month each year thereafter.
(金額は全て税別です),(All amounts are tax exclusive)
マジセミ倶楽部のお得なプラン（改定予定）,Cost-effective plan for Majisemi Club (update pending)
シンプルにウェビナー,Simple webinars
開催だけ依頼したい,Just want to request hosting
講演内容を,Want to use the lecture content
Webサイトにも活用したい,On the website too
ウェビナー開催直後に,Want to follow up
フォローしたい,Immediately after the webinar
ウェビナーから確実に,ウェビナーから確実に
商談につなげたい,商談につなげたい
ウェビナーの効果を,ウェビナーの効果を
最大化したい,最大化したい
その他のオプション　※詳細は個別にご相談ください,その他のオプション　※詳細は個別にご相談ください
名称,Name
料金（税別）,Price (excluding tax)
（セミナー後のフォロー代行）,(Post-seminar follow-up)
"@3,500円×集客人数","@3,500円×集客人数"
マジセミのフォロー専門スタッフが、セミナー終了直後に参加者、欠席者に対して、メール、電話でフォローします。,マジセミのフォロー専門スタッフが、セミナー終了直後に参加者、欠席者に対して、メール、電話でフォローします。
5万円,5万円
"セミナーの講演内容から、SEOを意識した3,000字程度の記事を作成します。貴社のWebサイトに掲載することで、コンテンツマーケティングを促進します。","セミナーの講演内容から、SEOを意識した3,000字程度の記事を作成します。貴社のWebサイトに掲載することで、コンテンツマーケティングを促進します。"
フル動画提供/有料,Full video provision/paid
セミナー動画をご提供させていただき、２次利用していただくためのオプションです。,セミナー動画をご提供させていただき、２次利用していただくためのオプションです。
※一定の利用制限内であれば無料でご提供いたします。トライアル時は、有料、無料ともご提供はありません。,※一定の利用制限内であれば無料でご提供いたします。トライアル時は、有料、無料ともご提供はありません。
サマリ動画作成,Summary video creation
セミナー動画をYoutube等に掲載する場合、長時間の動画は嫌われる傾向があります。このため5～10分程度に編集してご提供いたします。,セミナー動画をYoutube等に掲載する場合、長時間の動画は嫌われる傾向があります。このため5～10分程度に編集してご提供いたします。
セミナー申込者の内、当日欠席された方に対して、当日の動画を視聴していただきます。,セミナー申込者の内、当日欠席された方に対して、当日の動画を視聴していただきます。
"@14,500円/10,000円","@14,500円/10,000円"
過去マジセミで開催した録画を使って、手間なく追加のウェビナーを開催します。,過去マジセミで開催した録画を使って、手間なく追加のウェビナーを開催します。
２ステップウェビナー,Two-step webinar
２０万円,２０万円
過去に貴社のウェビナーにお申し込みいただいた方（貴社の見込み客）に対して、より商談（アポ）につながるテーマ（他社比較、製品紹介、デモなど）を企画し、開催します。,過去に貴社のウェビナーにお申し込みいただいた方（貴社の見込み客）に対して、より商談（アポ）につながるテーマ（他社比較、製品紹介、デモなど）を企画し、開催します。
運営支援（運営代行）,Operational support (operation outsourcing)
貴社セミナーの運営を代行します。申込みページの作成、申込者の管理、Zoomの貸出、当日の司会進行、など一連の作業を代行します。（集客は含まれません。貴社にて集客していただきます。）,貴社セミナーの運営を代行します。申込みページの作成、申込者の管理、Zoomの貸出、当日の司会進行、など一連の作業を代行します。（集客は含まれません。貴社にて集客していただきます。）
マジセミ代表 寺田による,マジセミ代表 寺田による
貴社セミナーでのプレゼン,Presentation at your seminar
30万円～,30万円～
※30分～1時間程度,※30分～1時間程度
マジセミ代表 寺田が、貴社セミナーでのプレゼンや対談、パネルディスカッションのファシリテーターを行います。テーマはご相談ください。,マジセミ代表 寺田が、貴社セミナーでのプレゼンや対談、パネルディスカッションのファシリテーターを行います。テーマはご相談ください。
“エバンジェリストAI”デジタル寺田による基調講演代行,“エバンジェリストAI”デジタル寺田による基調講演代行
10万円,10万円
生成AIを活用した“エバンジェリストAI”デジタル寺田が、貴社のウェビナーで基調講演を行います。,生成AIを活用した“エバンジェリストAI”デジタル寺田が、貴社のウェビナーで基調講演を行います。
・セミナーで講演するが、講演原稿・スライドを作成する時間がない,- Want to give a seminar presentation but don't have time to create the script and slides
・プレゼンが上手な社員がいない（又は忙しい）ため、プレゼンまで含めて代行してほしい,"- No skilled presenters among employees (or they are too busy), so want to outsource the presentation as well"
1本5万円～,1本5万円～
※10本単位、初期費用別,※10本単位、初期費用別
Youtubeの検索や、Googleの動画検索で上位表示を狙うための施策です。マジセミが貴社専用のAIアバターを作成、用語解説の動画コンテンツを作成します。原稿も納品、ブログ活用も可能です。,Youtubeの検索や、Googleの動画検索で上位表示を狙うための施策です。マジセミが貴社専用のAIアバターを作成、用語解説の動画コンテンツを作成します。原稿も納品、ブログ活用も可能です。
製品比較動画作成,Product comparison video creation
50万円～,50万円～
※初期費用別,※初期費用別
貴社の製品の強みを強力に認知させるための競合製品比較動画を作成します。マジセミが貴社専用のAIアバターを作成、製品比較動画コンテンツを作成します。ウェビナーでの配信も可能です。,貴社の製品の強みを強力に認知させるための競合製品比較動画を作成します。マジセミが貴社専用のAIアバターを作成、製品比較動画コンテンツを作成します。ウェビナーでの配信も可能です。
注意事項,Notes
 割増料金,Additional charges
 キャンセル料金, キャンセル料金
全てのサービスにおいて、マジカン（マジセミ管理画面）から「本申込」をしていただいた後、又は発注書・申込書を受領した後にキャンセルされた場合、100%のキャンセル料金が発生します。,全てのサービスにおいて、マジカン（マジセミ管理画面）から「本申込」をしていただいた後、又は発注書・申込書を受領した後にキャンセルされた場合、100%のキャンセル料金が発生します。
但し、ウェビナー開催については、ビジターは20名分のキャンセル料金、マジセミ倶楽部においては30名分の集客枠の消費を上限とします。,但し、ウェビナー開催については、ビジターは20名分のキャンセル料金、マジセミ倶楽部においては30名分の集客枠の消費を上限とします。
マジフォロについては、ビジターの場合は20名分、マジセミ倶楽部の場合は30名分のキャンセル料金を上限とします。,マジフォロについては、ビジターの場合は20名分、マジセミ倶楽部の場合は30名分のキャンセル料金を上限とします。
ウェビナー開催において、タイトル、告知文などの調整が遅れて、ウェビナーの公開が開催日の１０営業日前の17時までに行えなかった場合、キャンセルの扱いとし上記キャンセル料金をご請求いたします。,ウェビナー開催において、タイトル、告知文などの調整が遅れて、ウェビナーの公開が開催日の１０営業日前の17時までに行えなかった場合、キャンセルの扱いとし上記キャンセル料金をご請求いたします。
マジセミ倶楽部の退会時、集客枠残について返金できません。,マジセミ倶楽部の退会時、集客枠残について返金できません。
マジセミ倶楽部の主旨を鑑み、マジセミ倶楽部の契約開始から１年以内の解約の場合、ペナルティを設定させていただいております。ご了承ください。（ビジターの料金との差額をご請求いたします）,マジセミ倶楽部の主旨を鑑み、マジセミ倶楽部の契約開始から１年以内の解約の場合、ペナルティを設定させていただいております。ご了承ください。（ビジターの料金との差額をご請求いたします）
開催4週間前を過ぎての発注は、料金が割り増しになります。,開催4週間前を過ぎての発注は、料金が割り増しになります。
単価（税別）,Unit price (excluding tax)
上限指定,上限指定
基本料金,Basic fee
（開催4週間前以前の発注）,(Order placed 4 weeks before the event)
20名以上,More than 20 people
開催4週間前を過ぎての発注,Order placed after 4 weeks before the event
×1.25倍 割増,×1.25 times surcharge
開催3週間前を過ぎての発注,Order placed after 3 weeks before the event
×2倍 割増,×2 times surcharge
開催4週間前の本申込みが間に合わない場合、割増料金の設定はございませんが、ご相談の上開催を延期させていただきます。,"If the application cannot be completed 4 weeks before the event, there are no additional charges, but the event will be postponed upon consultation."
マジセミ倶楽部各種,Various Majisemi Club
■基本的には6週間前から打ち合わせし、開催4週間前に本申込みいただくスケジュール感となります。,"■ Typically, we start discussions 6 weeks in advance, aiming to finalize applications 4 weeks before the event."
マジセミ株式会社,Majisemi Corporation
会社概要,Company overview
会社名,Company name
本社所在地,Head office location
代表者名,Representative
事業内容,Business activities
セミナー開催実績,Seminar hosting achievements
設立,Established
資本金,Capital
従業員数,Number of employees
"〒105-0022　東京都港区海岸1丁目2-20汐留ビルディング３階
寺田　雄一","3rd Floor, Shiodome Building, 1-2-20 Kaigan, Minato-ku, Tokyo 105-0022
Yuichi Terada"
IT・製造業専門セミナーマーケティングサービス「マジセミ」の運営,"Operation of the B2B seminar marketing service ""Majisemi"" specializing in IT and manufacturing industries"
"昨年実績　約1,0００回開催、延べ動員数 約6０,000人（2023年）","Last year's achievement: approximately 1,000 events held with a total attendance of about 60,000 people (2023)"
2018年1月,January 2018
"1,000万円",10 million yen
４5名,45 employees
"デジタル関連のプロダクトやサービスとの新たな出会いと体験の場を創造することで
国内産業の発展と、エンジニアの活躍促進を実現する                 。","To create a platform for new encounters and experiences with digital products and services, thereby promoting the development of domestic industries and the advancement of engineers."
そのために、提供企業の規模の大小に関係なく、優れた技術やその可能性を広く社会に伝える,"To achieve this, we aim to communicate superior technology and its potential widely to society, regardless of the size of the providing company."
エンドユーザーに対して、技術そのものではなく、その技術でどのような課題が解決できるのかを、わかりやすく伝える,"To communicate clearly to end users not the technology itself, but how their problems can be solved by that technology."
"2025年には、年間2,000回のウェビナーを開催する","By 2025, we aim to host 2,000 webinars annually."
セミナーをエンタメに変える,Transform seminars into entertainment
セミナーで社会を変える,Change society through seminars
日本マーケティングリサーチ機構調べ調査概要:2021年サービスの比較印象調査,Survey overview by Japan Marketing Research Organization: 2021 service comparison impression survey
集客に強いセミナーNo.1,No.1 in seminars strong in attracting customers
新規の商談獲得に,For acquiring new business negotiations
強いセミナー,Seminars strong in
IT責任者が,Seminars chosen by
選ぶセミナー,IT managers
おかげ様で３つのNo.１,"Thanks to you, we achieved three No.1"
獲得しました！1,achieved! 1
取引実績,Transaction record
A10ネットワークス株式会社,"A10 Networks, Inc."
アイテック阪急阪神株式会社,"ITec Hankyu Hanshin Co., Ltd."
アドバンテック株式会社,"Advantech Co., Ltd."
株式会社アクシオ,AXIO Corporation
株式会社アシスト,Assist Corporation
伊藤忠テクノソリューションズ株式会社,ITOCHU Techno-Solutions Corporation
株式会社インターネットイニシアティブ,Internet Initiative Japan Inc.
インフォコム株式会社,Infocom Corporation
エクイニクス・ジャパン株式会社,Equinix Japan K.K.
SCSK株式会社,SCSK Corporation
エフセキュア株式会社,F-Secure Corporation
エムオーテックス株式会社,MOTEX Inc.
エンカレッジ・テクノロジ株式会社,"Encourage Technologies Co., Ltd."
エントラストジャパン株式会社,"Entrust Japan Co., Ltd."
株式会社オージス総研,"OGIS-RI Co., Ltd."
株式会社オプロ,"OPRO Co., Ltd."
クリックテック・ジャパン株式会社,QlikTech Japan K.K.
クロス・ヘッド株式会社,"Cross Head Co., Ltd."
KCCSモバイルエンジニアリング株式会社,"KCCS Mobile Engineering Co., Ltd."
株式会社サーバーワークス,"Serverworks Co., Ltd."
サイオステクノロジー株式会社,"Sios Technology, Inc."
サイバートラスト株式会社,"Cybertrust Japan Co., Ltd."
株式会社ジール,ZEAL Corporation
CTCシステムマネジメント株式会社,CTC System Management Corporation
株式会社システナ,Systena Corporation
シンガポールテレコム・ジャパン株式会社,"Singapore Telecommunications Japan Co., Ltd."
GMOグローバルサイン株式会社,GMO GlobalSign K.K.
JBサービス株式会社,"JB Service Co., Ltd."
スターティアレイズ株式会社,"Startia Raise, Inc."
株式会社スマートスタイル,"Smart Style Co., Ltd."
住友電工情報システム株式会社,"Sumitomo Electric Information Systems Co., Ltd."
ゾーホージャパン株式会社,Zoho Japan Corporation
株式会社ソリトンシステムズ,Soliton Systems K.K.
ダイナトレース,Dynatrace
TIS株式会社,TIS Inc.
テクバン株式会社,"Techvan Co., Ltd."
テクマトリックス株式会社,TechMatrix Corporation
株式会社デリバリーコンサルティング,Delivery Consulting Inc.
デル EMC,Dell EMC
日本システムウエア株式会社,NSW Inc.
株式会社ヒューリンクス,Hulinks Inc.
Netskope Japan株式会社,"Netskope Japan Co., Ltd."
株式会社パソナテック,"Pasona Tech, Inc."
東日本電信電話株式会社,Nippon Telegraph and Telephone East Corporation
富士通株式会社,Fujitsu Limited
富士通コミュニケーションサービス株式会社,Fujitsu Communication Services Limited
富士電機ITソリューション株式会社,"Fuji Electric IT Solutions Co., Ltd."
三菱電機ｲﾝﾌｫﾒｰｼｮﾝｼｽﾃﾑｽﾞ株式会社,Mitsubishi Electric Information Systems Corporation
ミランティス・ジャパン株式会社,Mirantis Japan Corporation
株式会社モンスター・ラボ,"Monstar Lab, Inc."
株式会社レッドチーム・テクノロジーズ,Red Team Technologies Inc.
株式会社ロゼッタ,Rosetta Corporation
（代理店）,(Agent)
株式会社エムエム総研,MM Research Institute
株式会社クリエイティブバンク,Creative Bank Inc.
ターゲットメディア株式会社,"Target Media Co., Ltd."
株式会社日本経済広告社,Nikkei Advertising Inc.
株式会社ビックビート,Bigbeat Inc.
株式会社マイナビ,Mynavi Corporation
主要顧客のみ、五十音順,"Major clients only, listed in alphabetical order"
取引先と,With partners and
セミナー開催数が,The number of seminars hosted is
毎年増加中！,Increasing every year!
新規の商談獲得に強いセミナーNo.1,No.1 for acquiring new business negotiations by seminars
IT責任者が選ぶセミナーNo.1,No.1 seminar chosen by IT managers
■セミナー（ウェビナー）の必要性について,■ About the necessity of seminars (webinars)
　・リード獲得の手段として重要視するものは？,　・What is considered important for lead acquisition?
　　・セミナー（ウェビナー）,　　・Seminar (webinar)
　　・Webサイト（コンテンツマーケティング）,　　・Website (content marketing)
　　・リアル展示会,　　・Real exhibitions
　　・比較サイト,　　・比較サイト
　　・GoogleやFacebookなどへの広告,　　・GoogleやFacebookなどへの広告
　　・テレアポ,　　・テレアポ
　　・その他,　　・その他
■予算の状況,■予算の状況
　・リード獲得単価、アポ獲得単価,　・リード獲得単価、アポ獲得単価
　・セミナー（ウェビナー）の予算の有無、及び金額,　・セミナー（ウェビナー）の予算の有無、及び金額
　・上記リード獲得手段の予算の割合,　・上記リード獲得手段の予算の割合
　・予算の策定、決定時期,　・予算の策定、決定時期
■セミナー（ウェビナー）の目的／課題,■セミナー（ウェビナー）の目的／課題
　・より多くのリードを獲得したい／集客できない,　・より多くのリードを獲得したい／集客できない
　・ターゲットに合ったリードを獲得したい／リードの質が悪い,　・ターゲットに合ったリードを獲得したい／リードの質が悪い
　・ウェビナーから商談につなげたい／商談につながらない,　・ウェビナーから商談につなげたい／商談につながらない
　・ウェビナーの運営を代行してほしい／運営が大変,　・ウェビナーの運営を代行してほしい／運営が大変
　・まずはスモールスタートでウェビナーをやってみたい,　・まずはスモールスタートでウェビナーをやってみたい
　・その他,　・その他
　・ウェビナーを活用した、東南アジアにおける新規顧客開拓やテストマーケティング,　・ウェビナーを活用した、東南アジアにおける新規顧客開拓やテストマーケティング
なぜ「ウェビナー」なのか？,なぜ「ウェビナー」なのか？
BtoBマーケティングにおけるウェビナーの役割,BtoBマーケティングにおけるウェビナーの役割
製品・サービスを絞って,製品・サービスを絞って
評価・選定、稟議,評価・選定、稟議
製品・サービスの,製品・サービスの
候補を捜す,候補を捜す
課題に気づき,課題に気づき
社内で検討,社内で検討
課題に,課題に
気づいてない,気づいてない
課題に気づかせる,課題に気づかせる
課題について深く理解させ、,課題について深く理解させ、
解決方法を提示する,解決方法を提示する
競合よりもお客様に早く接触し、課題解決をサポートする,競合よりもお客様に早く接触し、課題解決をサポートする
数社～十数者程度の検討の候補に入り、２～３社の最終候補に残る,数社～十数者程度の検討の候補に入り、２～３社の最終候補に残る
２～３社の最終候補から自社を選んでもらう,２～３社の最終候補から自社を選んでもらう
リアル展示会,リアル展示会
オンラインイベント,オンラインイベント
課題に気づかせる。,課題に気づかせる。
課題について深く理解させる。,課題について深く理解させる。
競合よりもお客様に先に接触し、自社を知ってもらう。,競合よりもお客様に先に接触し、自社を知ってもらう。
Webサイト,Webサイト
コンテンツマーケティング,Content Marketing
SNS広告,Social Media Advertising
資料ダウンロード,Downloadable Materials
課題を深く理解させる。,Deepen understanding of challenges.
また競合比較情報や、自社製品の情報を提供する。,Also provide competitive comparison information and information about our products.
既存リードのナーチャリング（育成）目的。,For nurturing existing leads.
フィールドセールス,Field Sales
ウェビナーコンテンツの活用,Utilization of Webinar Content
ウェビナーを開催すると、,"When hosting a webinar,"
多くのコンテンツが生成される,a lot of content is generated.
●講演資料　→ホワイトペーパー,● Presentation materials → White Paper
●講演動画　→Youtube、SNS,"● Presentation video → YouTube, Social Media"
●講演内容　→SEO記事、ブログ,"● Presentation content → SEO articles, blogs"
提案・受注,Proposal and order
リード育成,Lead Nurturing
リード獲得におけるウェビナーの位置付け,Positioning of Webinars in Lead Acquisition
リード獲得単価,Cost per Lead
興味関心,Interest
低い,Low
高い,High
"30,000円","30,000 yen"
"10,000円","10,000 yen"
"5,000円","5,000 yen"
オンライン,Online
　展示会, Exhibition
(大規模ウェビナー),(Large-scale Webinar)
比較サイト,Comparison Sites
メール広告,Email Advertising
リスティング／SNS広告,Listing/Social Media Advertising
倶楽部,Club
"10,000円～","10,000 yen and up"
オンデマンド,オンデマンド
動画配信,Video distribution
テレアポ,Telemarketing
